responsable,institucion_original,institucion_standard,cuidad,cod_postal,direccion,lat,lon,lineas_investigacion,area_clinica,proyecto_descripcion,proyecto_estado,descripcion_kw,ip,ip_nivel,linea_investigacion_caracter_inovador,entidades_finaciodoras,fondos_capital_riesgo,entidades_colaboradoras,ano_inicio,ano_fin,capacidad_trabajo
Hospital Clínico San Carlos,Fundació Institut d'Investigació Biomèdica de Bellvitge - IDIBELL,Hospital Universitario de Bellvitge,L’Hospitalet de Llobregat,8907,Carrer de la Feixa Llarga,41.349472,2.098523,IMMEEDIA - Immunomodulatory Effects of Exercise in Type 1 Diabetes,Endocrinología,"Diabetes is a major metabolic disease with huge costs for healthcare system throughout the EU and worldwide. Type 1
Diabetes (T1DM) is a chronic condition in which pancreas produces little or no insulin, believed to result from a disorder
of immunoregulation. For decades it has been known that regular aerobic exercise improves insulin sensitivity in diabetic
patients, reducing insulin requirements. Traditionally, physical exercise has been promoted in type 2 diabetes, where
insulin action is deficient in the context of insulin resistance and/or inappropriate insulin secretion. However, even in T1DM,
in the dysregulation of immune system function, beta-cell toxicity is mediated by a complex interplay between oxidative
stress and inflammation, for which exercise could be protective. Preliminary observations in fact indicate that regularly
exercising T1DM-subjects have lower autoimmunity markers at an early stage of the disease. We want to ascertain the effect
of moderate regular exercise as the most convenient measure to avoid the onset/worsening of T1DM. To verify whether
exercise is capable of countering the T1DM-autoimmune process directed against beta-cells of the pancreatic islets, a
multi-centric study will include: a) administration of a tailored exercise training program in different cohorts of T1DM-subjects;
b) in-vivo animal experiments in which gain/loss-function models will be challenged with exercise; c) cell studies to analyse
the exercise effects on signal transduction pathways and cytokine responses; d) metabolic profiling and metabolomic
studies concerning the multicomponent analysis of biological fluids, tissue and cell extracts. Our consortium, through this
multi-approach strategy, will reveal how exercise may exert a potent immunomodulatory effect, reducing the autoimmune
response that in T1DM attacks and destroys the insulin producing cells.",Activo,"type 1 diabetes, exercise, autoimmunity, glucose metabolism",INTERNACIONAL,3,SI,PÚBLICA INTERNACIONAL,NO,"University of Milan
Karolinska Institutet
University of Barcelona – Hospital Universitari Bellvitge
San Raffaele Hospital, Milan
Diabetes Research Institute (DRI), Miami",2010,2014,3
Hospital Clínico San Carlos,Fundació Institut d'Investigació Biomèdica de Bellvitge - IDIBELL,Hospital Universitario de Bellvitge,L’Hospitalet de Llobregat,8907,Carrer de la Feixa Llarga,41.349472,2.098523,CURELUNG - Determining (epi)genetic therapeutic signatures for improving lung cancer.,Oncología,"Lung cancer (LC) is still the most lethal type of cancer worldwide. The extremely poor prognosis for LC patients is partly
due to the lack of effective therapies. At present, most patients with pulmonary carcinomas are treated with chemotherapy.
This essentially consists of classic cytotoxic drugs which only improve survival in small cohorts in few cases. In spite of the
rapidly growing understanding of the epigenetic and genetic profile of LC, such knowledge has contributed little to improving
therapeutics. This scenario, however, is likely to change soon because several specific cancer therapies, targeting molecules
that are altered in cancer, are being developed or are already undergoing clinical trials. Thinking ahead, our proposal focuses,
on the one hand, on validating novel and specific therapeutic strategies, with particular emphasis on discovering (epi)genetic
alterations that could act as novel targets for therapies, and, on the other, on defining the (epi)genetic markers that could
determine the efficacy response or resistance to targeted therapies as well as the acquired resistance of the tumours to
therapy. To reach our goals, we have designed an integrative and interdisciplinary approach involving leading European
clinical scientists of international renown with prominent preclinical and basic research groups using high throughput and
state-of-the art platforms for genomics and gene expression analysis. To date, no such comprehensive information exists.
The results will be of great value for the stratification of lung tumours according to their genetic background for tailored
treatments. The development of an (epi)genetic-based therapeutic prediction model will hopefully set the basis for future
tailored treatment of LC as well as of other epithelial cancers.",Activo,"Lung cancer, targeted therapeutics, gene alteration profiling, epigenetic profiling",LOCAL,3,SI,PÚBLICA INTERNACIONAL,NO,"1. Fundació Privada Institut d’Investigació Biomèdica de Bellvitge (IDIBELL)
2. The University of Liverpool
3. Université Joseph Fourier Grenoble 1
4. Fundación para la Investigación Médica Aplicada (FIMA)
5. Max Planck Gesellschaft Zur Foerderung Der Wissenschaften E.V.
6. Fondazione IRCCS Istituto Nazionale dei Tumori
7. Università degli Studi di Torino
8. Institut Gustave Roussy
9. Klinikum der Universität zu Köln
10. Krzysztof Kucharczyk Techniki Elektroforetyczne Spzoo
11. MRC HOLLAND B.V.",2011,2013,3
Hospital Clínico San Carlos,Fundació Institut d'Investigació Biomèdica de Bellvitge - IDIBELL,Hospital Universitario de Bellvitge,L’Hospitalet de Llobregat,8907,Carrer de la Feixa Llarga,41.349472,2.098523,HEPTROMIC - Genomic predictors and oncogenic drivers in hepatocellular carcinoma,Oncología,Genomic predictors and oncogenic drivers in hepatocellular carcinoma,Activo,"Hepatocellular carcinoma (HCC) accounts for more than 90% of liver cancers, and is a major health problem. Its incidence
is growing and with more than 700,000 annual cases worldwide -50,000 in Europe-, it is the 3rd cause of cancer-related
mortality. Most patients are diagnosed at advanced stages with dismal survival rates lower than 1 year, even after sorafenib,
the sole systemic therapy available. The main goal of the HEPTROMIC project is to produce breakthrough knowledge in two
critical aspects of HCC research: prognostic prediction and identification of oncogenic drivers susceptible for intervention,
leading towards more personalized treatment algorithms. The HEPTROMIC Consortium proposes a 3-year translational
research study bringing together an outstanding team of researchers with clinical and genomic expertise along with
cutting-edge technology. Eight partners -six academic and two SMEs- will address the following objectives by applying
high-end transcriptome, methylome and deep sequencing technology in a large set of 1,140 human samples: Objective
1) Genomic characterization of poor prognosis subclass of hepatocellular carcinoma. Objective 2) Identification of driver
oncogenic events as potential treatment targets. Findings obtained will be confirmed in sophisticated experimental models
that closely mimics human liver cancer. Objective 3) Design of prognostic devices for clinical translation. This transfer of
knowledge will be led by SMEs with entrepreneurial management skills with experience in creating new products increasing
European competitiveness and boosting the innovative capacity of industries. Overall, the Consortium foresees impacts on
improved patient survival by refining prognosis and decision-making, identifying targets amenable for selective therapies and
by improving the allocation of resources. In summary, HEPTROMIC will strength links between the academic and industry
spheres, ultimately contributing to reduce liver cancer mortality.",LOCAL,3,SI,PÚBLICA INTERNACIONAL,NO,"CONSORCI INSTITUT D'INVESTIGACIONS BIOMEDIQUES AUGUST PI I SUNYER - IDIBAPS
INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE - INSERM
FUNDACIÓ INSTITUT D'INVESTIGACIÓ BIOMEDICA DE BELLVITGE - IDIBELL
HELMHOLTZ-ZENTRUM FUER INFEKTIONSFORSHUNG GMBH
FONDAZIONE IRCCS INSTITUTO NAZIONALE DEI TUMORI
THE BROAD INSTITUTE INC CORPORATION
DIAGENODE SA
TCLAND EXPRESSION SA",2010,2013,3
Hospital Clínico San Carlos,Fundació Institut d'Investigació Biomèdica de Bellvitge - IDIBELL,Hospital Universitario de Bellvitge,L’Hospitalet de Llobregat,8907,Carrer de la Feixa Llarga,41.349472,2.098523,COLTHERES - Modelling and predicting sensitivity to targeted therapies in colorectal cancers,Oncología,Modelling and predicting sensitivity to targeted therapies in colorectal cancers,Activo,Modelling and predicting sensitivity to targeted therapies in colorectal cancers,INTERNACIONAL,3,SI,PÚBLICA INTERNACIONAL,NO,"FUNDACIO PRIVADA INSTITUT D'INVESTIGACIO BIOMEDICA DE BELLVITGE,
Horizon Discovery Limited 
Agendia BV
STICHTING HET NEDERLANDS KANKER INSTITUUT, 
FUNDACIO PRIVADA INSTITUT D'INVESTIGACIO ONCOLOGICA DE VALL-HEBRON , 
AZIENDA OSPEDALIERA OSPEDALE NIGUARDA CAf GRANDA, 
KATHOLIEKE UNIVERSITEIT LEUVEN, THE UNIVERSITY OF LIVERPOOL
SWISS INSTITUTE OF BIOINFORMATICS
ARTTIC IN BRUSSELS SPRL, ",2011,2014,3
Hospital Clínico San Carlos,Fundació Institut d'Investigació Biomèdica de Bellvitge - IDIBELL,Hospital Universitario de Bellvitge,L’Hospitalet de Llobregat,8907,Carrer de la Feixa Llarga,41.349472,2.098523,SYSCOL - Systems Biology of Colorectal Cancer,Oncología,"Colorectal cancer (CRC) is one of the most common cancers in both males and females, and it is perhaps the best understood of all epithelial tumors in terms of its molecular origin. Yet, despite large amount of work that has concentrated on understanding of colon tumorigenesis, we still do not know the full  Complement of molecular lesions that are individually necessary – and together sufficient – to cause colorectal cancer. Neither do we understand why some specific mutations that are relatively rare in other tumors (e.g. loss of the APC tumor suppressor) are extremely common in colorectal cancer.
We propose here to use the tools of systems biology to develop a quantitative and comprehensive model of colorectal tumorigenesis. The model will include a “wiring diagram” that identifies cell-type specific and oncogenic pathways that contribute to colon tumorigenesis, and explains in molecular detail how a genotype of an individual CRC leads to activation of downstream genes that drive uncontrolled cell growth. This model will subsequently be used to find novel therapeutic targets, to guide genetic screening to identify individuals with elevated risk for developing CRC, and to classify patients into molecular subgroups to select the treatment combination which is optimal for each patient (personalized medicine). The specific objectives of the SYSCOL project are:
1. Identify genetic markers for individual risk using genotyping and sequencing of germline DNA from sporadic and familial CRC cases and controls
2. Identify genes and regulatory elements that contribute to colorectal cancer cell growth 
3. Use data from Aims 1-2 to develop a quantitative model for colorectal tumorigenesis
4. Apply the model for identification of high-risk individuals, for molecular classification of the disease, and for identification of novel molecular treatment targets",Activo,"systems biology, disease model, colorectal cancer, gene expression, disease predisposition",INTERNACIONAL,3,SI,PÚBLICA INTERNACIONAL,NO,"1 KAROLINSKA INSTITUTET KI Sweden 
2 THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD UOXF.H5 United Kingdom
3 AARHUS UNIVERSITETSHOSPITAL, SKEJBY AUH, S Denmark
4 UNIVERSITE DE GENEVE UNIGE Switzerland
5 WEIZMANN INSTITUTE OF SCIENCE Weizmann Israel 
6 HELSINGIN YLIOPISTO UH Finland
7 JOHNS HOPKINS UNIVERSITY JHU United States
8 FUNDACIO PRIVADA INSTITUT D'INVESTIGACIO BIOMEDICA DE BELLVITGE IDIBELL Spain 
9 STICHTING KATHOLIEKE UNIVERSITEIT RU Netherlands 
10 INSTITUTE OF CANCER RESEARCH - ROYAL CANCER HOSPITAL ICR United Kingdom
12 GENEXPLAIN GMBH",2011,2015,3
Hospital Clínico San Carlos,Fundació Institut d'Investigació Biomèdica de Bellvitge - IDIBELL,Hospital Universitario de Bellvitge,L’Hospitalet de Llobregat,8907,Carrer de la Feixa Llarga,41.349472,2.098523,MABSOT—Development of OPN-305 as an orphan drug for the treatment of Delayed Graft Function post solid organ transplantation,Nefrología / Urología,"Delayed graft function (DGF) is defined as the need for dialysis within seven days of renal transplantation (DGF promotes
allograft rejection, requires prolonged dialysis and hospitalisation, and increases the likelihood of graft failure and ultimately
the duration of renal graft survival-expectancy. The incidence of DGF occurs in 21-44% of cases following cadaveric
renal graft. Several rare diseases, particularly those of genetic origin, are associated with the requirement for solid organ
transplantation as the disease progresses. At Opsona Therapeutics we have developed a novel antibody (OPN305) which
has received OMP designation (EU/3/09/638) for use in the prevention of DGF. The scientific basis of this development is the
inhibition of Toll-like receptor 2 (TLR2)-mediated ischaemic reperfusion injury which has a pivotal role in the pathogenesis of
DGF and its sequelae. The MABSOT project is designed to progress the development of this OMP through Phase I and IIa
clinical trial. The successful completion of the programme will allow the continued development of OPN305 as an OMP for the
treatment of DGF in a range of solid organ transplant situations. OPN305 development will have significant benefit to these
patients and health care providers in reducing the prolonged hospitalisation of these individuals, providing greater longevity
associated with the transplanted organ and enhanced quality of life for these individuals.",Activo,"transplantation, delayed graft function, kidney, solid organ transplantation",INTERNACIONAL,3,SI,PÚBLICA INTERNACIONAL,NO,"(1) Opsona Therapeutics Limited (Co-ordinator)
(2) Kings College London (KCL)
(3) Euram Limited (Euram) 
(4) Katholieke Universiteit Leuven (KUL) 
(5) Institut d’Investigacio Biomedica de Bellvitge (IIBB)
(6) Institute for Clinical and Experimental Medicine (IKEM) 
(7) University of Newcastle-Upon-Tyne (UNT)
(8) University Medical Centre Groningen (UMCG) 
(9) ALMAC Diagnostics (ALMAC) ",2010,2013,3
Hospital Clínico San Carlos,Fundació Institut d'Investigació Biomèdica de Bellvitge - IDIBELL,Hospital Universitario de Bellvitge,L’Hospitalet de Llobregat,8907,Carrer de la Feixa Llarga,41.349472,2.098523,EUROTARGET - European collaborative project on Targeted therapy in renal cell cancer: genetic and tumor-related biomarkers for response and toxicity,Nefrología / Urología,"Each year more than 63,000 new cases of kidney cancer are diagnosed in the European Union. Approx. 50% of all patients have metastasized renal cell cancer (mRCC) at presentation or develop metastases during follow-up. 5-year relative survival of mRCC has been extremely poor: between 5 and 10%. In the past few years, so-called targeted therapies that suppress angiogenesis have changed the clinical practice for patients with mRCC dramatically. Both response and toxicity to these expensive drugs is, however, extremely variable. With an increasing number of compounds becoming available, choice of compounds and sequence is becoming extraordinary challenging. Classical patient and tumor characteristics appear to have poor predictive ability. The aim of this project is to identify germline genetic markers that predict response and toxicity (by the use of high-resolution whole genome SNP arrays in groups of hundreds of patients treated with different agents), identify expression and epigenetic markers in tumors that predict response (by comparing expression and methylome arrays and kinase profiles in frozen tumor tissue from groups of patients who do (N=30) and do not (N=30) respond to different agents), to integrate these data from different  platforms by means of bioinformatics and to conduct focused functional studies on the results in order to improve understanding of the critical molecular and resistance pathways involved. A large European consortium that has recruited and will recruit large numbers of patients ensures that the new markers identified in a first discovery phase can be tested in a subsequent replication phase. We have the ambition to define new validated risk stratification criteria to be used in personalized patient management. These criteria allow prediction of individual therapy response and resistance and will enable the monitoring of successful treatment outcome while reducing unnecessary drug use and expense.",Inactivo,"Metastasized renal cell cancer; targeted therapy; genetic profiling; transcriptome; methylome; kinase activity, translational",INTERNACIONAL,3,SI,PÚBLICA INTERNACIONAL,NO,"1) STICHTING KATHOLIEKE UNIVERSITEIT MORE PARTICULARLY THE RADBOUD UNIVERSITYNIJMEGEN MEDICAL CENTRE, the Netherlands
2) Academisch Ziekenhuis Leiden, The Netherlands
3) University of Cambridge, Addenbrooke’s Hospital, UK
4) University Hospitals, Friedrich-Schiller-University Jena, Germany
5) Central European Society for Anticancer Research-EWIV, Austria
6) deCODE Genetics, Reykavik, Iceland, deCODE 
7) Fundació Institut D’Investigació Biomèdica de Bellvitge, IDIBELL
8) PamGene International BV, The Netherlands, PAMGENE
9) Stichting Het Nederlands Kanker Instituut, Amsterdam, The Netherlands
10) National Institute of Health and Medical research, INSERM
11) Universitatea de Medicina si Farmacie ‘Carol Davila’ din Bucuresti, UMP-CD
12) University of Bonn, Germany
",2011,2016,3
Hospital Clínico San Carlos,Fundació Institut d'Investigació Biomèdica de Bellvitge - IDIBELL,Hospital Universitario de Bellvitge,L’Hospitalet de Llobregat,8907,Carrer de la Feixa Llarga,41.349472,2.098523,"EUROWABB: An EU rare diseases registry for Wolfram syndrome, Alstrom syndrome and Bardet Biedl syndrome",Enfermedades raras,"The general objective of this project is to support efficient diagnosis, treatment, and research for the overlapping rare genetic diseases Wolfram, Alstrom and Bardet Biedl (WABB) syndromes in Europe. We will achieve this by implementing an EU registry for WABB, containing clinical, genetic diagnostic and outcome data. The purpose of the registry is: a) to establish the natural history of the 3 diseases (their characteristics, management and outcomes); b) to assess clinical effectiveness of management and quality of care; c) to provide an inventory of patients for recruitment to intervention studies; d) to establish genotype-phenotype correlations. We will achieve high usage of the registry by linking it to rapid genetic testing; and to up to date, accurate information, FAQS, and education material.
• The strategic relevance is its support for equal access to genetic testing, education of health professionals, and empowerment of patients. (Council Recommendation on action in the field of rare diseases); adequate inventorying of WABB diseases (Section II); supporting research (Section III); development of centres of expertise (Section IV); gathering expertise at European level (section V); empowering patient organizations as partners (Section VI); developing sustainability by underpinning a future European Reference Network for WABB diseases (Section VII); supporting the High Level Pharmaceutical Forum Recommendations (2008) to mobilise resources to generate shared information; and supporting an improvement in health outcomes, and therefore Healthy Life Years, a key Lisbon Strategy indicator.
• The contribution to The Second Health Programme is through: a) increased knowledge on these 3 rare diseases by pooling together data on larger number of patients; b) support for research by allowing access to investigators for epidemiological, clinical, genetic and interventional studies; c) effective dissemination of results via the Orphanet network, subject to security for the registry; d) advocacy for improved quality of services via EURORDIS at the European level, and member state specific Orphanet groups at the national level; e) balanced participation. Our project group includes researchers, clinicians, stakeholders, and policy makers from 7 EU member states.  
• Methods and means. We will use validated, quantitative questionnaires and focus groups of health professionals, to scope the support requirements of centres for submitting data to the Registry. We will develop a consensus on a core dataset for the Registry, then develop a multifunctional web based Registry with user friendly browser-based access. We will create a WABB microarray capable of identifying up to 600 different mutations. We will undertake quantitative questionnaires and focus groups for patients and health professionals to compile their learning and information needs; write education material and patient information on WABB diseases, and use it to support 'meet the expert' platforms, and fora for client groups. 
• Expected outcomes. There will be a step change in volume and quality of clinical research in WABB diseases. The registry will be also be transferable to scientists exploring the mechanisms underlying common diabetes and obesity. This will change our understanding of these rare diseases through increased knowledge of the natural history and genotype phenotype relations informing prognosis. WABB diseases will have increased visibility to the research and health provider communities through Orphanet and EURORDIS. There will be a change in clinical effectiveness of services for WABB patients. The registry will provide data for assessing the clinical effectiveness and cost-effectiveness of standard care and new interventions in a real-world setting. This will lead to improvements in quality of care. The Registry will identify disparities between health care outcomes and provide evidence for health service providers for improvements.",Activo,"International Agency for Research on Cancer (IARC)
Deutsches Krebsforschungszentrum (DKFZ)
Fundació Privada Institut D'Investigació Biomedica de Bellvitge (IDIBELL)
University of Antwerp (UA)
European Institute of Oncology (IEO)
Aristotle University of Thessaloniki (AUT)
Deutsches Institut für Ernährungsforschung Potsdam-Rehbrücke (DIFE)
Universitätsklinikum Heidelberg (UKL-HD)
MTM Laboratories AG (MTM)
Rajiv Gandhi Centre for Biotechnology (RGCB)",INTERNACIONAL,3,NO,PÚBLICA INTERNACIONAL,NO,"University of Birmingham
University of Glasgow
Centre National de la Recherche Scientifique
Fundació Institut Investigació Biomèdica de Bellvitge 
Università degli Studi di Padova
Medical University of Lodz
National Institue of Health and Medical Research (INSERM)
University of Tartu Alström Syndrome UK  
",2011,2013,3
Hospital Clínico San Carlos,Fundació Institut d'Investigació Biomèdica de Bellvitge - IDIBELL,Hospital Universitario de Bellvitge,L’Hospitalet de Llobregat,8907,Carrer de la Feixa Llarga,41.349472,2.098523,ISN-SRC Program,Nefrología / Urología,Intercambio y movilidad entre países en el ámbito de la Nefrología.,Inactivo,"Movilidad, Nefrología. ",INTERNACIONAL,3,SI,PRIVADA INTERNACIONAL,NO,"Centro de Nefrología. Hospital de Clínicas Facultad de Medicina Universidad de la República, URUGUAY,UY
Centro de Nefrología y Transplante Renal. Hospital Universitario de Bellvitge Barcelona, SPAIN,ES",2011,2011,3
Hospital Clínico San Carlos,Fundació Institut d'Investigació Biomèdica de Bellvitge - IDIBELL,Hospital Universitario de Bellvitge,L’Hospitalet de Llobregat,8907,Carrer de la Feixa Llarga,41.349472,2.098523,HPV-AHEAD—Role of human papillomavirus infection and other co-factors in the aetiology of head and neck cancer in India and Europe,Virología,"Human papillomavirus (HPV) is responsible for approximately 25% of head and neck cancer (HNC) worldwide and appears
to be associated with a better response to treatment and improved prognosis. Evidence suggests that HPV-induced HNC
has steadily increased in the USA and some European countries in the last decades. However, whether this is a worldwide
phenomenon and specific risk factors are associated with it remains to be proven. In addition, little is known on the natural
history and risk factors of oral HPV infection. HPV-AHEAD network aims to address these and other unanswered questions
on HNC etiology and epidemiology with a focus on the role of HPV. We will assemble and analyze a large collection of
plasma/sera and HNC tissues from 42 centres in 16 European countries as well as HNC tissues from 7 Indian centres
together with epidemiological and clinical data. HPV status in human specimens will be evaluated by different assays in
central laboratories. Epidemiological studies will be conducted to establish the overall proportion and type distribution of
HPV-positive HNC at different anatomical sites in European and Indian regions as well as the time trend of the proportion of
HPV-positive HNC in recent decades. Using the follow-up information on HNC patients, we will further investigate whether
HPV positivity confers a better prognosis and survival. We will also conduct a study in HPV-vaccinated and non-vaccinated
women in order to determine risk factors and natural history of oral HPV infections. In addition, we will search for new
surrogate markers for oral HPV infection to facilitate novel screening strategies. Finally, the HPV-AHEAD consortium aims
to transfer technology to Indian centres as well as to develop several strategies for the training of European and Indian
researchers in infections and cancers. This study will provide important insights for the screening, diagnosis, treatment and
prophylaxis of HPV-associated HNC in Europe, India and elsewhere.",Activo,"Head and Neck cancer, human papillomavirus, surrogate
HPV markers, vaccine efficacy",INTERNACIONAL,3,SI,PÚBLICA INTERNACIONAL,NO,"International Agency for Research on Cancer (IARC)
Deutsches Krebsforschungszentrum (DKFZ)
Fundació Privada Institut D'Investigació Biomedica de Bellvitge (IDIBELL)
University of Antwerp (UA)
European Institute of Oncology (IEO)
Aristotle University of Thessaloniki (AUT)
Deutsches Institut für Ernährungsforschung Potsdam-Rehbrücke (DIFE)
Universitätsklinikum Heidelberg (UKL-HD)
MTM Laboratories AG (MTM)
Rajiv Gandhi Centre for Biotechnology (RGCB)",2011,2015,3
Hospital Clínico San Carlos,Fundació Institut d'Investigació Biomèdica de Bellvitge - IDIBELL,Hospital Universitario de Bellvitge,L’Hospitalet de Llobregat,8907,Carrer de la Feixa Llarga,41.349472,2.098523,BLUEPRINT of Haematopoietics epigenomes,Genética,"In response to the call for a high impact initiative on the human epigenome, the BLUEPRINT Consortium has been formed with the aim of generating at least 100 reference epigenomes and studying them to advance and exploit knowledge of the underlying biological processes and mechanisms in health and disease. BLUEPRINT will focus on distinct types of haematopoietic cells from healthy individuals and on their malignant leukaemic counterparts.
Reference epigenomes will be generated by state‐of‐the‐art technologies from highly purified cells for a comprehensive set of epigenetic marks in accordance with quality standards set by IHEC. This resource‐generating activity will be conducted at dedicated centres to be complemented by confederated  hypothesis‐driven research into blood‐based diseases, including common leukaemias and autoimmune disease (T1D), by epigenetic targets and compound identification, and by discovery and validation of epigenetic markers for diagnostic use. By focussing on 100 samples of known genetic variation BLUEPRINT will  complete an epigenome‐wide association study, maximizing the biomedical relevance of the reference epigenomes. Key to the success of BLUEPRINT will be the integration with other data sources (i.e. ICGC, 1000 genomes and ENCODE), comprehensive bioinformatic analysis, and user‐friendly dissemination to the wider scientific community. The involvement of innovative companies will energize epigenomic research in the  private sector by creating new targets for compounds and the development of smart technologies for better diagnostic tests. BLUEPRINT will outreach through a network of associated members and form critical alliances with leading networks in genomics and epigenomics within Europe and worldwide. Through its interdisciplinarity and scientific excellence combined with its strong commitment to networking, training and communication BLUEPRINT strives to become the cornerstone of the EU contribution to IHEC ",Activo,"Reference Epigenome, Haematopoiesis, Leukaemia, Type 1 Diabetes, DNA (hydroxy)methylation, Epi-targets, Biomarkers, Compounds screening, Genome-epigenome variation, Training, Outreach, Mouse models",INTERNACIONAL,3,SI,PÚBLICA INTERNACIONAL,NO,"STICHTING KATHOLIEKE UNIVERSITEIT, The Coordinator
UNIVERSITY COLLEGE LONDON
THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE
NOVARTIS FORSCHUNGSSTIFTUNG
CHRISTIAN-ALBRECHTS-UNIVERSITAET ZU KIEL
FUNDACION CENTRO NACIONAL DE INVESTIGACIONES ONCOLOGICAS CARLOS II
ISTITUTO EUROPEO DI ONCOLOGIA SRL
EUROPEAN MOLECULAR BIOLOGY LABORATORY
GENOME RESEARCH LIMITED, operating as the Welcome Trust Sanger Institute (WTSI)
FUNDACIO PRIVADA INSTITUT D'INVESTIGACIO BIOMEDICA DE BELLVITGE
FUNDACIO PRIVADA PARC CIENTIFIC DE BARCELONA
MAX PLANCK GESELLSCHAFT ZUR FOERDERUNG DER WISSENSCHAFTEN E.V.
UNIVERSITAET DES SAARLANDES
SECONDA UNIVERSITÀ DEGLI STUDI DI NAPOLI
FUNDACIO PRIVADA CENTRE DE REGULACIO GENOMICA
QUEEN MARY AND WESTFIELD COLLEGE, UNIVERSITY OF LONDON
THE BABRAHAM INSTITUTE
CELLZOME AG
DIAGENODE SA
HALO GENOMICS AB
GENOMATIX SOFTWARE GmbH
OXFORD NANOPORE TECHNOLOGIES LTD
SIENA BIOTECH SPA
INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE
CONSORCI INSTITUT D’INVESTIGACIONS BIOMEDIQUES AUGUST Pi i SUNYER
WEIZMANN INSTITUTE OF SCIENCE
ERASMUS UNIVERSITAIR MEDISCH CENTRUM ROTTERDAM
UNIVERSITAET ULM
THE UNIVERSITY OF EDINBURGH
LUNDS UNIVERSITET
KØBENHAVNS UNIVERSITET
UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA
VIVIA BIOTECH S.L.
UNIVERSITE DE GENEVE
ACADEMIC HOSPITAL GRONINGEN
CENTRE NATIONAL DE LA RECHERCE SCIENTIFIQUE
UNIVERSITAETSKLINIKUM ESSEN
UNIVERSITAET LEIPZIG
BARCELONA SUPERCOMPUTING CENTER - CENTRO NACIONAL DE SUPERCOMPUTACION
SIGOLIS AB
EUROPEAN RESEARCH AND PROJECT OFFICE GmbH",2011,2016,3
Hospital Clínico San Carlos,Fundació Institut d'Investigació Biomèdica de Bellvitge - IDIBELL,Hospital Universitario de Bellvitge,L’Hospitalet de Llobregat,8907,Carrer de la Feixa Llarga,41.349472,2.098523,DEVELAGE - Pathways common to brain development and ageing: defining strategies for preventive therapy and diagnostics,Salud internacional,"The increasing number of elderly people will have a major impact on the prevalence of age-related diseases, which will pose major challenges to keep health systems in Europe sustainable. Current knowledge is insufficient to identify the transition of normal brain ageing into Alzheimer`s Disease (AD)-like brain damage. Elucidation of the genes and pathways contributing to the earliest stages of AD pathology and associated neurodegeneration should be instrumental to alow intervention w hen the condition is still reversible. The aim of the DEVELAGE project is to characterise shared molecular pathways between early developmental processes in the brain and brain ageing. Our concept is based on the hypothesis that disorders of neural development contribute to age-related neurodegeneration, that developmentally essential proteins might have a role in neurodegeneration, and that neurodegeneration-related proteins and genes are important during the development of the brain. The DEVELAGE approach is unique in that it is brain tissue-based, derived from neuropathological diagnosis with detailed molecular analysis of the spectrum of developmental and ageing changes in the very same brain samples used for a comprehensive array of investigations in humans as well as in experimental models at genetic, epigenetic, transcription and protein levels. DEVELAGE contributes to the  understanding of biological variation by examining relevant number of cases with different phases of ageing and neurodegeneration as well as developing brains with or without developmental disorders. Pathways examined in humans will be validated in animal models, including a non-human primate, and vice versa. 
The combination of human samples and animal models susceptible to experimental manipulation will promote the translation
of clinically relevant data into experimentally testable predictions and promotes the exploitation of therapeutically relevant
targets to reverse or halt disease progresssion.",Activo,"ageing, development, human brain, genomics, proteomics, transcriptomics, epigenetic, non-human primate model",INTERNACIONAL,3,SI,PÚBLICA INTERNACIONAL,NO,"1 Medizinische Universität Wien (MUW) Academic Austria
2 The Bellvitge Institute of Biomedical Research (IDIBELL) Academic Spain
3 Amsterdam Medical Center (AMC) Academic Netherlands
4 Sapienza University of Rome (SUR) Academic Italy
5 Tierärztliche Hochschule Hannover (TIHO) Academic Germany
6 University of Montpellier 2 (UMP2) Academic France
7 U676, Université Paris Diderot (INSERM) Academic France
8 biolution GmbH (biol)",2012,2014,3
